Rozmiar,Sredni_Czas,Max,Min,Procent_Bledow,
600,11289475,11404080,11129574,
Lp,Rozmiar,Czas,Data,
1,600,11390970,2026-06-22 04:18:16,
2,600,11185188,2026-06-22 04:18:28,
3,600,11258189,2026-06-22 04:18:39,
4,600,11275160,2026-06-22 04:18:51,
5,600,11384837,2026-06-22 04:19:03,
6,600,11404080,2026-06-22 04:19:15,
7,600,11296462,2026-06-22 04:19:26,
8,600,11267347,2026-06-22 04:19:38,
9,600,11247986,2026-06-22 04:19:50,
10,600,11372372,2026-06-22 04:20:02,
11,600,11397901,2026-06-22 04:20:14,
12,600,11226694,2026-06-22 04:20:25,
13,600,11219720,2026-06-22 04:20:37,
14,600,11247507,2026-06-22 04:20:49,
15,600,11369031,2026-06-22 04:21:01,
16,600,11393268,2026-06-22 04:21:12,
17,600,11298264,2026-06-22 04:21:24,
18,600,11251112,2026-06-22 04:21:36,
19,600,11241262,2026-06-22 04:21:48,
20,600,11129574,2026-06-22 04:21:59,
21,600,11195844,2026-06-22 04:22:11,
22,600,11213508,2026-06-22 04:22:23,
23,600,11260824,2026-06-22 04:22:34,
24,600,11281602,2026-06-22 04:22:46,
25,600,11371761,2026-06-22 04:22:58,
26,600,11386569,2026-06-22 04:23:10,
27,600,11347266,2026-06-22 04:23:22,
28,600,11264300,2026-06-22 04:23:33,
29,600,11384529,2026-06-22 04:23:45,
30,600,11295957,2026-06-22 04:23:57,
31,600,11242942,2026-06-22 04:24:09,
32,600,11319678,2026-06-22 04:24:20,
33,600,11325589,2026-06-22 04:24:32,
34,600,11358241,2026-06-22 04:24:44,
35,600,11324540,2026-06-22 04:24:56,
36,600,11325320,2026-06-22 04:25:08,
37,600,11201479,2026-06-22 04:25:19,
38,600,11339273,2026-06-22 04:25:31,
39,600,11224679,2026-06-22 04:25:43,
40,600,11221665,2026-06-22 04:25:55,
41,600,11233759,2026-06-22 04:26:06,
42,600,11209465,2026-06-22 04:26:18,
43,600,11286903,2026-06-22 04:26:30,
44,600,11236791,2026-06-22 04:26:41,
45,600,11222247,2026-06-22 04:26:53,
46,600,11338041,2026-06-22 04:27:05,
47,600,11303882,2026-06-22 04:27:17,
48,600,11318537,2026-06-22 04:27:29,
49,600,11305061,2026-06-22 04:27:40,
50,600,11276593,2026-06-22 04:27:52,
