Rozmiar,Sredni_Czas,Max,Min,Procent_Bledow,
600,2527,2832,2335,
Lp,Rozmiar,Czas,Data,
1,600,2503,2026-06-22 07:27:03,
2,600,2832,2026-06-22 07:27:03,
3,600,2740,2026-06-22 07:27:04,
4,600,2558,2026-06-22 07:27:05,
5,600,2505,2026-06-22 07:27:05,
6,600,2436,2026-06-22 07:27:06,
7,600,2753,2026-06-22 07:27:06,
8,600,2464,2026-06-22 07:27:07,
9,600,2507,2026-06-22 07:27:07,
10,600,2372,2026-06-22 07:27:08,
11,600,2402,2026-06-22 07:27:09,
12,600,2659,2026-06-22 07:27:09,
13,600,2508,2026-06-22 07:27:10,
14,600,2515,2026-06-22 07:27:10,
15,600,2535,2026-06-22 07:27:11,
16,600,2565,2026-06-22 07:27:11,
17,600,2664,2026-06-22 07:27:12,
18,600,2698,2026-06-22 07:27:13,
19,600,2352,2026-06-22 07:27:13,
20,600,2399,2026-06-22 07:27:14,
21,600,2477,2026-06-22 07:27:14,
22,600,2530,2026-06-22 07:27:15,
23,600,2335,2026-06-22 07:27:15,
24,600,2566,2026-06-22 07:27:16,
25,600,2615,2026-06-22 07:27:17,
26,600,2594,2026-06-22 07:27:17,
27,600,2609,2026-06-22 07:27:18,
28,600,2343,2026-06-22 07:27:18,
29,600,2377,2026-06-22 07:27:19,
30,600,2582,2026-06-22 07:27:19,
31,600,2625,2026-06-22 07:27:20,
32,600,2531,2026-06-22 07:27:21,
33,600,2580,2026-06-22 07:27:21,
34,600,2467,2026-06-22 07:27:22,
35,600,2454,2026-06-22 07:27:22,
36,600,2438,2026-06-22 07:27:23,
37,600,2419,2026-06-22 07:27:23,
38,600,2349,2026-06-22 07:27:24,
39,600,2590,2026-06-22 07:27:25,
40,600,2428,2026-06-22 07:27:25,
41,600,2439,2026-06-22 07:27:26,
42,600,2644,2026-06-22 07:27:26,
43,600,2555,2026-06-22 07:27:27,
44,600,2521,2026-06-22 07:27:27,
45,600,2492,2026-06-22 07:27:28,
46,600,2700,2026-06-22 07:27:29,
47,600,2494,2026-06-22 07:27:29,
48,600,2716,2026-06-22 07:27:30,
49,600,2530,2026-06-22 07:27:30,
50,600,2360,2026-06-22 07:27:31,
